"Result:VLR Subs(2026-06-02 164542)_20260602_164714.csv"
"Save Time:2026-06-02 16:47:14"
"User Name:fraser.msusa"


"NE Type Name:MSCServer"

"NE Names:HMSCLLG_NEW;HMSCLMB_NEW"

"Function Subset Name:Number of VLR Subscribers"

"Total 1,712 records"

"Start Time","Period (min)","NE Name","Local Zone","Number of Inter-MSC Location Update Subscribers Assigned Local NRIs in VLR (entries)","Peak Number of VLR Subscribers (entries)","Number of POOL Subscribers in VLR (entries)","Number of Local IN Subscribers in VLR (entries)","Number of Roaming IN Subscribers in VLR (entries)","Number of ALS Subscribers in VLR (entries)","Number of AoCC Subscribers in VLR (entries)","Number of AoCI Subscribers in VLR (entries)","Number of BAOC Subscribers in VLR (entries)","Number of BOIC Subscribers in VLR (entries)","Number of BOIC_EXHC Subscribers in VLR (entries)","Number of HOLD Subscribers in VLR (entries)","Number of CT Subscribers in VLR (entries)","Number of CW Subscribers in VLR (entries)","Number of IN Subscribers in VLR (entries)","Number of CFB Subscribers in VLR (entries)","Number of CFNRc Subscribers in VLR (entries)","Number of CFNRy Subscribers in VLR (entries)","Number of CFU Subscribers in VLR (entries)","Number of CLIP Subscribers in VLR (entries)","Number of CLIR Subscribers in VLR (entries)","Number of COLP Subscribers in VLR (entries)","Number of COLR Subscribers in VLR (entries)","Number of CUG Subscribers in VLR (entries)","Number of Data Service Subscribers in VLR (entries)","Number of D_CSI Subscribers in VLR (entries)","Number of GPRS Subscribers in VLR (entries)","Number of Hot Billing Subscribers in VLR (entries)","Number of IMSI Attached Subscribers in VLR (entries)","Number of IMSI Attached International Roaming Subscribers in VLR (entries)","Number of IMSI Attached National Roaming Subscribers in VLR (entries)","Number of IMSI Detached Subscribers in VLR (entries)","Number of International Roaming Subscribers in VLR (entries)","Number of National Roaming Subscribers in VLR (entries)","Number of LCS Subscribers in VLR (entries)","Number of Local Subscribers in VLR (entries)","Number of MO_SMS_CSI Subscribers in VLR (entries)","Number of MPTY Subscribers in VLR (entries)","Number of MT_SMS_CSI Subscribers in VLR (entries)","Number of M_CSI Subscribers in VLR (entries)","Number of ODB Subscribers in VLR (entries)","Number of ODB_BAOC Subscribers in VLR (entries)","Number of ODB_BOIC Subscribers in VLR (entries)","Number of ODB_BOICEXHC Subscribers in VLR (entries)","Number of OTHER_PLMN Subscribers in VLR (entries)","Number of OWN_PLMN Subscribers in VLR (entries)","Number of O_CSI Subscribers in VLR (entries)","Number of Number Range-triggered PPS Subscribers in VLR (entries)","Number of Roaming Subscribers in VLR (entries)","Number of IMSI Attached SIM Subscribers in VLR (entries)","Number of SS_CSI Subscribers in VLR (entries)","Total Number of Subscribers in VLR (entries)","Number of IMSI Attached USIM Subscribers in VLR (entries)","Number of VP Dual-Number Subscribers in VLR (entries)","Number of VT_CSI Subscribers in VLR (entries)","2G subscriber IMSI Attached  Rate (%)","3G subscriber IMSI Attached  Rate (%)","Number of 2G IMSI Attached Subscribers in VLR (entries)","Number of 2G Subscribers in VLR (entries)","Number of 3G IMSI Attached Subscribers in VLR (entries)","Number of 3G Subscribers in VLR (entries)","Number of A Subscribers in CCBS (entries)","Number of B Subscribers in CCBS (entries)","Number of CNAP Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 3G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 3G Subscribers in VLR (entries)","Number of International Roaming 2G Subscribers in VLR (entries)","Number of International Roaming 3G Subscribers in VLR (entries)","Number of National Roaming 2G Subscribers in VLR (entries)","Number of National Roaming 3G Subscribers in VLR (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for Both Calls) (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for at Least One Call) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at Inter-Zonal Rate) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at International Rate) (entries)","Number of ODB Subscribers Not Allowed to Originate Multiple ECT Services (entries)","Number of SIM Subscribers in VLR (entries)","Number of SIP Subscribers in VLR (entries)","Number of Subscribers with All ODB ECT Services Barred (entries)","Number of Subscribers with All Outgoing Calls Barred When Roaming Outside the HPLMN Country (entries)","Number of Super-Charger Subscribers (entries)","Number of Super-Charger Subscribers Moved to Purge for Long Time No Action (entries)","Number of Super-Charger Subscribers Not Act in Local Office by CancelLocation Notice (entries)","Number of Super-Charger Subscribers Not Act in Local Office by SendIdentification notice (entries)","Number of USIM Subscribers in VLR (entries)","Number of Unknown Subscribers in VLR (entries)"
"2026-05-29 00:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2126587","2099444","2113246","9144","0","0","0","320","273","224222","2122556","714","765869","2122390","424118","434866","426153","66","2122943","16834","5481","12","0","2119598","0","0","0","1399797","6756","0","726659","12626","0","0","2113830","1553","2114451","0","0","1758","479","26","990","12626","2113830","2122390","0","12626","15274","0","2126456","938191","0","0","76.5","62.352","14154","18502","937487","1503549","0","9","0","70","2656","0","0","83","4074","0","0","0","0","0","0","0","22242","0","0","0","0","0","0","0","1505477","5668"
"2026-05-29 00:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114362","2089406","2101119","9185","0","0","0","342","294","222479","2110473","649","762723","2110304","422464","432991","424410","69","2110816","16994","5609","5","0","2107481","0","0","0","1390308","6630","0","724071","12731","0","0","2101648","1498","2102430","0","0","1625","415","16","943","12731","2101648","2110304","0","12731","15097","0","2114379","927953","0","0","76.853","62.196","14094","18339","927261","1490870","2","12","0","52","2637","0","0","67","4132","0","0","0","0","0","0","0","22032","0","0","0","0","0","0","0","1492807","5630"
"2026-05-29 01:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114277","2089041","2101152","8852","0","0","0","342","294","222506","2110174","646","762545","2110004","422580","432890","424520","71","2110520","17025","5255","6","0","2107194","0","0","0","1379841","6676","0","734260","12411","0","0","2101690","1492","2102149","0","0","1633","416","15","939","12411","2101690","2110004","0","12411","14528","0","2114101","920685","0","0","76.572","61.664","14074","18380","919583","1491284","2","11","0","59","2843","0","0","75","4380","0","0","0","0","0","0","0","21463","0","0","0","0","0","0","0","1493246","5045"
"2026-05-29 01:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2126564","2099027","2113343","8751","0","0","0","314","274","224205","2122256","713","765521","2122094","424236","434735","426278","61","2122647","16811","5112","11","0","2119306","0","0","0","1389803","6744","0","736347","12235","0","0","2113915","1557","2114142","0","0","1753","477","29","996","12235","2113915","2122094","0","12235","14592","0","2126150","931359","0","0","76.534","61.852","14145","18482","930219","1503938","0","10","0","76","2889","0","0","88","4350","0","0","0","0","0","0","0","21533","0","0","0","0","0","0","0","1505888","5001"
"2026-05-29 02:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2126415","2098726","2113147","8743","0","0","0","319","271","224325","2122057","714","765734","2121890","424258","434676","426298","64","2122447","16816","5076","13","0","2119022","0","0","0","1388154","6974","0","737804","12239","0","0","2113719","1557","2113926","0","0","1745","475","28","995","12239","2113719","2121890","0","12239","14692","0","2125958","930016","0","0","76.682","61.757","14190","18505","928634","1503695","1","12","0","71","2828","0","0","84","4307","0","0","0","0","0","0","0","21578","0","0","0","0","0","0","0","1505654","5032"
"2026-05-29 02:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114298","2089153","2101290","8895","0","0","0","337","296","222437","2110354","648","762372","2110185","422745","433034","424688","68","2110702","17052","5246","4","0","2107256","0","0","0","1378724","6953","0","735565","12462","0","0","2101827","1499","2102344","0","0","1650","423","16","943","12462","2101827","2110185","0","12462","14649","0","2114289","919801","0","0","76.6","61.585","14060","18355","918474","1491381","1","9","0","58","2761","0","0","74","4308","0","0","0","0","0","0","0","21559","0","0","0","0","0","0","0","1493345","5168"
"2026-05-29 03:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114530","2088944","2101207","8866","0","0","0","334","295","222482","2110246","650","762302","2110073","422943","433201","424878","66","2110590","17065","5208","6","0","2107117","0","0","0","1393911","6079","0","720257","12424","0","0","2101744","1507","2102241","0","0","1651","425","17","948","12424","2101744","2110073","0","12424","14631","0","2114168","932352","0","0","77.572","62.479","14226","18339","931731","1491275","2","12","0","63","2779","0","0","79","4328","0","0","0","0","0","0","0","21458","0","0","0","0","0","0","0","1493252","5096"
"2026-05-29 03:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2126330","2098971","2113454","8723","0","0","0","321","272","224328","2122344","715","765913","2122177","424331","434730","426382","65","2122733","16817","5043","11","0","2119294","0","0","0","1403431","6118","0","722832","12218","0","0","2114045","1558","2114221","0","0","1750","471","27","997","12218","2114045","2122177","0","12218","14725","0","2126263","942454","0","0","77.387","62.629","14339","18529","941807","1503793","0","10","0","69","2816","0","0","82","4299","0","0","0","0","0","0","0","21581","0","0","0","0","0","0","0","1505756","5015"
"2026-05-29 04:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114184","2088525","2100935","8813","0","0","0","336","296","222540","2109925","646","762375","2109748","423062","433310","424985","70","2110257","17093","5163","5","0","2106795","0","0","0","1441156","6239","0","672731","12375","0","0","2101512","1498","2101901","0","0","1643","417","18","943","12375","2101512","2109748","0","12375","15078","0","2113887","971517","0","0","79.654","65.102","14622","18357","970841","1491254","1","9","0","61","2807","0","0","78","4283","0","0","0","0","0","0","0","21491","0","0","0","0","0","0","0","1493219","5099"
"2026-05-29 04:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2126339","2098859","2113503","8646","0","0","0","316","271","224340","2122311","718","765846","2122149","424450","434784","426508","64","2122711","16800","4987","12","0","2119261","0","0","0","1451986","6191","0","674275","12139","0","0","2114122","1566","2114202","0","0","1756","475","26","1003","12139","2114122","2122149","0","12139","15230","0","2126261","982514","0","0","79.67","65.284","14762","18529","981841","1503953","1","13","0","70","2759","0","0","82","4187","0","0","0","0","0","0","0","21618","0","0","0","0","0","0","0","1505916","5052"
"2026-05-29 05:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114245","2088902","2101335","8609","0","0","0","333","301","222679","2110117","640","762565","2109944","423374","433524","425296","68","2110452","16992","5053","8","0","2107003","0","0","0","1563459","6455","0","550721","12174","0","0","2102006","1493","2102101","0","0","1633","422","17","934","12174","2102006","2109944","0","12174","16159","0","2114180","1071580","0","0","84.376","71.782","15505","18376","1070909","1491895","2","9","0","58","2769","0","0","69","4094","0","0","0","0","0","0","0","21564","0","0","0","0","0","0","0","1493829","5122"
"2026-05-29 05:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2126634","2099533","2114048","8483","0","0","0","308","268","224460","2122705","710","766243","2122531","425031","435263","427067","62","2123068","16766","4899","9","0","2119684","0","0","0","1574289","6494","0","552425","11974","0","0","2114740","1551","2114610","0","0","1737","466","27","994","11974","2114740","2122531","0","11974","16333","0","2126714","1081998","0","0","84.316","71.875","15633","18541","1081317","1504445","0","13","0","70","2815","0","0","79","4037","0","0","0","0","0","0","0","21726","0","0","0","0","0","0","0","1506374","5114"
"2026-05-29 06:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2129518","2102050","2116600","8523","0","0","0","318","275","224716","2125298","710","767213","2125123","426007","436243","428037","64","2125674","16747","4970","11","0","2122227","0","0","0","1655733","6950","0","473637","12062","0","0","2117308","1545","2117172","0","0","1744","473","27","992","12062","2117308","2125123","0","12062","17309","0","2129370","1141323","0","0","87.759","75.743","16318","18594","1140644","1505933","1","13","0","66","2867","0","0","73","3977","0","0","0","0","0","0","0","21946","0","0","0","0","0","0","0","1507827","5246"
"2026-05-29 06:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2117072","2091642","2104362","8538","0","0","0","332","292","222977","2113062","639","764112","2112900","424674","434826","426622","62","2113400","16986","5057","6","0","2110002","0","0","0","1644318","6791","0","472853","12114","0","0","2105057","1502","2105078","0","0","1639","421","17","939","12114","2105057","2112900","0","12114","17031","0","2117171","1130315","0","0","87.463","75.61","16108","18417","1129658","1494068","1","8","0","50","2781","0","0","63","3981","0","0","0","0","0","0","0","21739","0","0","0","0","0","0","0","1495960","5214"
"2026-05-29 07:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2131742","2104956","2119324","8162","0","0","0","314","278","225265","2127657","703","768866","2127486","427048","437225","429063","63","2128036","16793","4556","10","0","2124932","0","0","0","1642228","6613","0","489517","11692","0","0","2120053","1520","2119511","0","0","1730","474","23","975","11692","2120053","2127486","0","11692","17164","0","2131745","1124891","0","0","87.709","74.503","16349","18640","1124225","1508969","0","12","0","69","2689","0","0","77","3797","0","0","0","0","0","0","0","21807","0","0","0","0","0","0","0","1510859","5057"
"2026-05-29 07:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2120414","2095552","2108014","8180","0","0","0","340","289","223331","2116367","646","764627","2116194","425959","436159","427944","65","2116711","16978","4671","8","0","2113655","0","0","0","1631652","6618","0","488828","11763","0","0","2108717","1513","2108392","0","0","1634","415","21","943","11763","2108717","2116194","0","11763","17102","0","2120480","1114554","0","0","88.188","74.371","16306","18490","1113889","1497741","2","9","0","53","2685","0","0","64","3829","0","0","0","0","0","0","0","21655","0","0","0","0","0","0","0","1499620","5044"
"2026-05-29 08:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2135019","2108165","2122679","8129","0","0","0","315","274","225615","2130962","700","769805","2130808","427957","438164","429983","61","2131336","16836","4527","12","0","2128282","0","0","0","1625473","6568","0","509553","11652","0","0","2123374","1518","2122784","0","0","1725","472","18","978","11652","2123374","2130808","0","11652","17100","0","2135026","1107859","0","0","87.234","73.249","16331","18721","1107202","1511555","0","8","0","69","2668","0","0","79","3775","0","0","0","0","0","0","0","21818","0","0","0","0","0","0","0","1513454","4996"
"2026-05-29 08:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2124508","2099631","2112151","8146","0","0","0","349","292","223623","2120475","639","766194","2120297","427328","437533","429299","68","2120839","17012","4575","5","0","2117829","0","0","0","1615165","6627","0","509414","11743","0","0","2112836","1500","2112487","0","0","1619","411","26","931","11743","2112836","2120297","0","11743","17007","0","2124579","1097896","0","0","87.541","73.088","16188","18492","1097224","1501243","2","13","0","55","2661","0","0","68","3791","0","0","0","0","0","0","0","21632","0","0","0","0","0","0","0","1503157","5054"
"2026-05-29 09:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2128443","2103637","2115946","8143","0","0","0","336","300","223984","2124263","645","767295","2124089","428370","438629","430384","65","2124629","17070","4557","5","0","2121646","0","0","0","1609526","6617","0","518875","11754","0","0","2116647","1508","2116226","0","0","1621","404","21","940","11754","2116647","2124089","0","11754","17038","0","2128401","1094197","0","0","87.377","72.65","16232","18577","1093560","1505241","1","12","0","57","2687","0","0","69","3786","0","0","0","0","0","0","0","21718","0","0","0","0","0","0","0","1507167","5067"
"2026-05-29 09:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2138545","2111798","2126074","8114","0","0","0","324","266","225836","2134343","698","770993","2134188","428903","439055","430910","63","2134710","16886","4488","12","0","2131677","0","0","0","1617687","6514","0","520697","11619","0","0","2126765","1514","2126175","0","0","1740","486","24","977","11619","2126765","2134188","0","11619","16986","0","2138384","1102340","0","0","86.755","72.71","16251","18732","1101713","1515219","1","9","0","69","2701","0","0","76","3770","0","0","0","0","0","0","0","21804","0","0","0","0","0","0","0","1517110","4963"
"2026-05-29 10:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114123","2040024","2052459","8044","0","0","0","336","288","218675","2060687","658","742787","2060503","406967","417045","408941","65","2061068","16803","4490","8","0","2058152","0","0","0","1546405","6505","0","518351","11642","0","0","2053114","1513","2052791","0","0","1628","402","22","952","11642","2053114","2060503","0","11642","16123","0","2064756","1032511","0","0","86.151","71.601","15316","17778","1031884","1441165","1","11","0","57","2594","0","0","67","3707","0","0","0","0","0","0","0","20849","0","0","0","0","0","0","0","1443087","4993"
"2026-05-29 10:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2124853","2047878","2062019","8136","0","0","0","312","275","220736","2070301","703","746357","2070155","407454","417533","409412","64","2070661","16748","4561","9","0","2067706","0","0","0","1554336","6522","0","519976","11627","0","0","2062685","1523","2062234","0","0","1737","476","22","981","11627","2062685","2070155","0","11627","16430","0","2074312","1040560","0","0","86.531","71.676","15612","18042","1039986","1450952","1","10","0","75","2665","0","0","83","3732","0","0","0","0","0","0","0","21163","0","0","0","0","0","0","0","1452803","4972"
"2026-05-29 11:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2091699","2065591","2079462","8081","0","0","0","327","278","222140","2087686","713","752574","2087543","413046","423120","415025","61","2088065","16853","4477","11","0","2085129","0","0","0","1582516","6490","0","509215","11570","0","0","2080161","1544","2079579","0","0","1745","462","21","1004","11570","2080161","2087543","0","11570","16640","0","2091731","1069236","0","0","87.117","72.83","15830","18171","1068662","1467347","1","10","0","64","2643","0","0","77","3682","0","0","0","0","0","0","0","21276","0","0","0","0","0","0","0","1469194","4952"
"2026-05-29 11:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2081088","2056586","2068839","8091","0","0","0","336","287","219915","2077116","648","749026","2076930","412141","422304","414120","67","2077482","16884","4485","5","0","2074528","0","0","0","1573975","6539","0","507224","11680","0","0","2069519","1503","2069183","0","0","1637","414","23","939","11680","2069519","2076930","0","11680","16493","0","2081199","1060762","0","0","86.863","72.763","15670","18040","1060115","1456933","1","11","0","57","2586","0","0","67","3703","0","0","0","0","0","0","0","21137","0","0","0","0","0","0","0","1458854","5018"
"2026-05-29 12:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101363","2075145","2089172","8108","0","0","0","328","278","222725","2097426","708","755773","2097280","415866","425991","417891","65","2097804","16885","4456","11","0","2094843","0","0","0","1592003","6508","0","509407","11581","0","0","2089829","1548","2089281","0","0","1764","464","25","1008","11581","2089829","2097280","0","11581","16688","0","2101410","1081700","0","0","86.814","73.198","15880","18292","1081125","1476996","1","8","0","70","2633","0","0","85","3692","0","0","0","0","0","0","0","21360","0","0","0","0","0","0","0","1478838","4910"
"2026-05-29 12:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2091921","2067270","2079582","8061","0","0","0","336","284","220970","2087828","658","753299","2087643","415568","425713","417518","65","2088199","16962","4444","6","0","2085257","0","0","0","1584783","6483","0","507159","11673","0","0","2080269","1496","2079856","0","0","1612","410","19","936","11673","2080269","2087643","0","11673","16509","0","2091942","1074684","0","0","86.617","73.179","15727","18157","1074064","1467714","0","12","0","56","2579","0","0","69","3673","0","0","0","0","0","0","0","21213","0","0","0","0","0","0","0","1469639","4981"
"2026-05-29 13:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2109552","2083382","2097397","8111","0","0","0","323","278","223510","2105662","715","758550","2105508","418876","429064","420899","65","2106037","16975","4431","13","0","2103102","0","0","0","1610893","6549","0","498771","11595","0","0","2098069","1561","2097484","0","0","1766","471","23","1011","11595","2098069","2105508","0","11595","16954","0","2109664","1100398","0","0","87.363","74.025","16129","18462","1099806","1485729","1","9","0","68","2641","0","0","77","3703","0","0","0","0","0","0","0","21507","0","0","0","0","0","0","0","1487585","4901"
"2026-05-29 13:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2099954","2075196","2087674","7944","0","0","0","335","283","221342","2095806","668","756261","2095618","418074","428174","420052","63","2096156","16898","4377","4","0","2093324","0","0","0","1603236","6424","0","496675","11514","0","0","2088397","1513","2087824","0","0","1633","413","19","946","11514","2088397","2095618","0","11514","16571","0","2099911","1093235","0","0","86.974","74.011","15804","18171","1092591","1476257","0","11","0","53","2566","0","0","65","3633","0","0","0","0","0","0","0","21155","0","0","0","0","0","0","0","1478182","4909"
"2026-05-29 14:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2107537","2082963","2095297","7930","0","0","0","331","283","221928","2103422","669","758680","2103227","420483","430615","422477","61","2103755","16874","4390","7","0","2100964","0","0","0","1623635","6449","0","483870","11495","0","0","2096010","1511","2095422","0","0","1629","410","19","947","11495","2096010","2103227","0","11495","16865","0","2107505","1112673","0","0","87.839","74.98","16042","18263","1112019","1483090","0","11","0","54","2541","0","0","61","3589","0","0","0","0","0","0","0","21292","0","0","0","0","0","0","0","1485015","4954"
"2026-05-29 14:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2117067","2091199","2104824","8107","0","0","0","324","281","223882","2113086","722","761376","2112931","421064","431284","423083","69","2113480","17033","4413","11","0","2110552","0","0","0","1631992","6568","0","485106","11597","0","0","2105501","1567","2104888","0","0","1776","472","23","1021","11597","2105501","2112931","0","11597","17064","0","2117098","1120871","0","0","87.925","75.057","16282","18518","1120265","1492545","1","9","0","70","2649","0","0","77","3691","0","0","0","0","0","0","0","21520","0","0","0","0","0","0","0","1494415","4872"
"2026-05-29 15:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2124436","2098756","2112300","7978","0","0","0","309","278","224214","2120441","714","763955","2120278","423579","433731","425607","62","2120818","16905","4370","8","0","2117975","0","0","0","1662181","6545","0","462305","11464","0","0","2113022","1553","2112242","0","0","1743","466","26","1004","11464","2113022","2120278","0","11464","17326","0","2124486","1148024","0","0","88.442","76.528","16490","18645","1147434","1499360","2","10","0","72","2674","0","0","78","3672","0","0","0","0","0","0","0","21633","0","0","0","0","0","0","0","1501226","4854"
"2026-05-29 15:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2115179","2090659","2102939","7911","0","0","0","336","283","222476","2111044","668","760865","2110850","422480","432640","424445","71","2111396","16961","4390","9","0","2108587","0","0","0","1654256","6505","0","460900","11494","0","0","2103662","1494","2103014","0","0","1633","415","17","941","11494","2103662","2110850","0","11494","16962","0","2115156","1139905","0","0","88.213","76.479","16105","18257","1139279","1489656","0","11","0","54","2617","0","0","61","3625","0","0","0","0","0","0","0","21282","0","0","0","0","0","0","0","1491569","4938"
"2026-05-29 16:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2101209","2048785","2060935","7857","0","0","0","343","284","219186","2068993","670","745317","2068792","408101","418168","410033","66","2069359","16795","4381","7","0","2066606","0","0","0","1657899","6581","0","415255","11445","0","0","2061709","1505","2061054","0","0","1643","407","18","948","11445","2061709","2068792","0","11445","16704","0","2073154","1136528","0","0","88.837","78.507","15821","17809","1135927","1446905","1","12","0","53","2630","0","0","60","3595","0","0","0","0","0","0","0","20839","0","0","0","0","0","0","0","1448791","4916"
"2026-05-29 16:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2110371","2054125","2067746","7908","0","0","0","306","275","220562","2075798","705","746754","2075654","408325","418318","410309","63","2076166","16708","4364","10","0","2073334","0","0","0","1662976","6611","0","416901","11387","0","0","2068490","1538","2067679","0","0","1732","469","23","1000","11387","2068490","2075654","0","11387","17010","0","2079877","1142037","0","0","89.066","78.504","16088","18063","1141452","1454002","1","9","0","66","2608","0","0","74","3548","0","0","0","0","0","0","0","21051","0","0","0","0","0","0","0","1455854","4840"
"2026-05-29 17:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101394","2076556","2089403","7803","0","0","0","315","272","222261","2097347","703","754585","2097206","414948","424991","416979","59","2097741","16715","4336","10","0","2094967","0","0","0","1763802","6824","0","337746","11287","0","0","2090261","1529","2089193","0","0","1725","468","24","991","11287","2090261","2097206","0","11287","17595","0","2101548","1227471","0","0","90.824","83.126","16638","18319","1226860","1475901","1","9","0","60","2653","0","0","70","3501","0","0","0","0","0","0","0","21326","0","0","0","0","0","0","0","1477746","4852"
"2026-05-29 17:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2095282","2071520","2083028","7802","0","0","0","333","288","220494","2091035","663","753085","2090830","415492","425550","417422","69","2091362","16855","4340","8","0","2088640","0","0","0","1757723","6825","0","337543","11362","0","0","2083904","1518","2083061","0","0","1648","404","19","952","11362","2083904","2090830","0","11362","17215","0","2095266","1221108","0","0","90.461","83.085","16282","17999","1220493","1468962","1","13","0","50","2680","0","0","58","3552","0","0","0","0","0","0","0","21009","0","0","0","0","0","0","0","1470820","4868"
"2026-05-29 18:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2123971","2099291","2111568","7979","0","0","0","325","287","224176","2119696","708","762863","2119547","421605","431712","423637","60","2120095","16792","4530","10","0","2117080","0","0","0","1826555","7289","0","297367","11486","0","0","2112436","1533","2111540","0","0","1744","467","23","994","11486","2112436","2119547","0","11486","18185","0","2123922","1278268","0","0","91.117","85.197","16956","18609","1277663","1499660","1","10","0","69","2766","0","0","77","3531","0","0","0","0","0","0","0","21790","0","0","0","0","0","0","0","1501474","4995"
"2026-05-29 18:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2100147","2077468","2087839","7893","0","0","0","319","274","220378","2095924","661","754990","2095732","417540","427528","419467","66","2096256","16813","4467","8","0","2093403","0","0","0","1803679","7253","0","296533","11442","0","0","2088770","1505","2087921","0","0","1623","411","18","939","11442","2088770","2095732","0","11442","17496","0","2100212","1255828","0","0","90.608","85.03","16275","17962","1255177","1476151","1","12","0","47","2733","0","0","54","3505","0","0","0","0","0","0","0","21135","0","0","0","0","0","0","0","1478008","5030"
"2026-05-29 19:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2128197","2103850","2115830","8081","0","0","0","330","281","224555","2124052","710","765196","2123911","423232","433385","425281","59","2124452","16817","4602","11","0","2121355","0","0","0","1803635","7290","0","324580","11599","0","0","2116616","1536","2115908","0","0","1750","473","23","997","11599","2116616","2123911","0","11599","17884","0","2128215","1256873","0","0","89.265","83.465","16639","18640","1256269","1505150","0","11","0","64","2785","0","0","74","3617","0","0","0","0","0","0","0","21894","0","0","0","0","0","0","0","1506953","5057"
"2026-05-29 19:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2108368","2085789","2096001","7991","0","0","0","318","282","220875","2104180","659","757891","2103992","420579","430549","422478","68","2104520","16855","4574","7","0","2101548","0","0","0","1784758","7236","0","323590","11544","0","0","2096804","1497","2096132","0","0","1622","419","20","933","11544","2096804","2103992","0","11544","17191","0","2108348","1238898","0","0","88.725","83.341","16013","18048","1238253","1485759","2","11","0","47","2783","0","0","52","3593","0","0","0","0","0","0","0","21239","0","0","0","0","0","0","0","1487631","5063"
"2026-05-29 20:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2112267","2089740","2099958","8081","0","0","0","324","283","221318","2108229","673","759512","2108039","422072","432062","423979","69","2108575","16897","4654","5","0","2105499","0","0","0","1692025","6963","0","420239","11606","0","0","2100658","1504","2100182","0","0","1641","422","19","946","11606","2100658","2108039","0","11606","16341","0","2112264","1162416","0","0","84.865","78.031","15325","18058","1161755","1488847","0","11","0","49","2734","0","0","56","3693","0","0","0","0","0","0","0","21198","0","0","0","0","0","0","0","1490741","5034"
