"Result:VLR Subs(2026-06-02 164542)_20260602_164714.csv"
"Save Time:2026-06-02 16:47:14"
"User Name:fraser.msusa"


"NE Type Name:MSCServer"

"NE Names:HMSCLLG_NEW;HMSCLMB_NEW"

"Function Subset Name:Number of VLR Subscribers"

"Total 1,712 records"

"Start Time","Period (min)","NE Name","Local Zone","Number of Inter-MSC Location Update Subscribers Assigned Local NRIs in VLR (entries)","Peak Number of VLR Subscribers (entries)","Number of POOL Subscribers in VLR (entries)","Number of Local IN Subscribers in VLR (entries)","Number of Roaming IN Subscribers in VLR (entries)","Number of ALS Subscribers in VLR (entries)","Number of AoCC Subscribers in VLR (entries)","Number of AoCI Subscribers in VLR (entries)","Number of BAOC Subscribers in VLR (entries)","Number of BOIC Subscribers in VLR (entries)","Number of BOIC_EXHC Subscribers in VLR (entries)","Number of HOLD Subscribers in VLR (entries)","Number of CT Subscribers in VLR (entries)","Number of CW Subscribers in VLR (entries)","Number of IN Subscribers in VLR (entries)","Number of CFB Subscribers in VLR (entries)","Number of CFNRc Subscribers in VLR (entries)","Number of CFNRy Subscribers in VLR (entries)","Number of CFU Subscribers in VLR (entries)","Number of CLIP Subscribers in VLR (entries)","Number of CLIR Subscribers in VLR (entries)","Number of COLP Subscribers in VLR (entries)","Number of COLR Subscribers in VLR (entries)","Number of CUG Subscribers in VLR (entries)","Number of Data Service Subscribers in VLR (entries)","Number of D_CSI Subscribers in VLR (entries)","Number of GPRS Subscribers in VLR (entries)","Number of Hot Billing Subscribers in VLR (entries)","Number of IMSI Attached Subscribers in VLR (entries)","Number of IMSI Attached International Roaming Subscribers in VLR (entries)","Number of IMSI Attached National Roaming Subscribers in VLR (entries)","Number of IMSI Detached Subscribers in VLR (entries)","Number of International Roaming Subscribers in VLR (entries)","Number of National Roaming Subscribers in VLR (entries)","Number of LCS Subscribers in VLR (entries)","Number of Local Subscribers in VLR (entries)","Number of MO_SMS_CSI Subscribers in VLR (entries)","Number of MPTY Subscribers in VLR (entries)","Number of MT_SMS_CSI Subscribers in VLR (entries)","Number of M_CSI Subscribers in VLR (entries)","Number of ODB Subscribers in VLR (entries)","Number of ODB_BAOC Subscribers in VLR (entries)","Number of ODB_BOIC Subscribers in VLR (entries)","Number of ODB_BOICEXHC Subscribers in VLR (entries)","Number of OTHER_PLMN Subscribers in VLR (entries)","Number of OWN_PLMN Subscribers in VLR (entries)","Number of O_CSI Subscribers in VLR (entries)","Number of Number Range-triggered PPS Subscribers in VLR (entries)","Number of Roaming Subscribers in VLR (entries)","Number of IMSI Attached SIM Subscribers in VLR (entries)","Number of SS_CSI Subscribers in VLR (entries)","Total Number of Subscribers in VLR (entries)","Number of IMSI Attached USIM Subscribers in VLR (entries)","Number of VP Dual-Number Subscribers in VLR (entries)","Number of VT_CSI Subscribers in VLR (entries)","2G subscriber IMSI Attached  Rate (%)","3G subscriber IMSI Attached  Rate (%)","Number of 2G IMSI Attached Subscribers in VLR (entries)","Number of 2G Subscribers in VLR (entries)","Number of 3G IMSI Attached Subscribers in VLR (entries)","Number of 3G Subscribers in VLR (entries)","Number of A Subscribers in CCBS (entries)","Number of B Subscribers in CCBS (entries)","Number of CNAP Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 3G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 3G Subscribers in VLR (entries)","Number of International Roaming 2G Subscribers in VLR (entries)","Number of International Roaming 3G Subscribers in VLR (entries)","Number of National Roaming 2G Subscribers in VLR (entries)","Number of National Roaming 3G Subscribers in VLR (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for Both Calls) (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for at Least One Call) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at Inter-Zonal Rate) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at International Rate) (entries)","Number of ODB Subscribers Not Allowed to Originate Multiple ECT Services (entries)","Number of SIM Subscribers in VLR (entries)","Number of SIP Subscribers in VLR (entries)","Number of Subscribers with All ODB ECT Services Barred (entries)","Number of Subscribers with All Outgoing Calls Barred When Roaming Outside the HPLMN Country (entries)","Number of Super-Charger Subscribers (entries)","Number of Super-Charger Subscribers Moved to Purge for Long Time No Action (entries)","Number of Super-Charger Subscribers Not Act in Local Office by CancelLocation Notice (entries)","Number of Super-Charger Subscribers Not Act in Local Office by SendIdentification notice (entries)","Number of USIM Subscribers in VLR (entries)","Number of Unknown Subscribers in VLR (entries)"
"2026-05-02 15:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2091420","2067258","2081591","5764","0","0","0","276","296","223683","2087476","477","760803","2087355","418685","427935","420193","41","2087798","15212","3165","8","0","2085530","0","0","0","1626356","4917","0","465221","9344","0","0","2082233","1009","2080324","0","0","1225","396","23","662","9344","2082233","2087355","0","9344","17164","0","2091577","1121961","0","0","87.69","75.889","16327","18619","1121214","1477430","0","13","0","47","3335","0","0","61","4558","0","0","0","0","0","0","0","21757","0","0","0","0","0","0","0","1479414","5122"
"2026-05-02 15:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2091648","2066912","2081488","5857","0","0","0","297","242","224104","2087513","476","760497","2087345","418399","427800","419725","54","2087852","14912","3319","5","0","2085494","0","0","0","1625838","5072","0","465867","9504","0","0","2082201","984","2080322","0","0","1296","439","22","661","9504","2082201","2087345","0","9504","17337","0","2091705","1122930","0","0","87.088","75.902","16430","18866","1122199","1478477","0","12","0","70","3418","0","0","81","4615","0","0","0","0","0","0","0","22124","0","0","0","0","0","0","0","1480453","5234"
"2026-05-02 16:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2083354","2022139","2036599","5700","0","0","0","290","297","220231","2042430","456","743547","2042299","403550","412665","404946","45","2042761","15097","3105","8","0","2040509","0","0","0","1615829","4907","0","430736","9260","0","0","2037305","970","2035350","0","0","1200","386","23","641","9260","2037305","2042299","0","9260","16916","0","2046565","1105903","0","0","88.319","77.176","16060","18184","1105163","1432009","0","15","0","47","3326","0","0","63","4483","0","0","0","0","0","0","0","21294","0","0","0","0","0","0","0","1434002","5103"
"2026-05-02 16:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2081788","2022549","2037164","5756","0","0","0","283","241","220405","2043069","493","743398","2042920","403083","412343","404421","48","2043410","14767","3242","5","0","2041079","0","0","0","1616264","4977","0","431077","9392","0","0","2037949","1014","2035948","0","0","1321","444","22","688","9392","2037949","2042920","0","9392","17024","0","2047341","1108354","0","0","87.955","77.24","16123","18331","1107657","1434039","0","10","0","69","3376","0","0","78","4550","0","0","0","0","0","0","0","21562","0","0","0","0","0","0","0","1435998","5190"
"2026-05-02 17:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2070240","2045990","2060120","5877","0","0","0","295","247","222271","2066151","464","751867","2065997","410509","419735","411862","46","2066492","14778","3262","3","0","2063951","0","0","0","1713180","5377","0","357250","9474","0","0","2060956","952","2058976","0","0","1275","447","23","638","9474","2060956","2065997","0","9474","17799","0","2070430","1190374","0","0","89.748","81.693","16685","18591","1189620","1456203","0","11","0","70","3513","0","0","76","4563","0","0","0","0","0","0","0","21903","0","0","0","0","0","0","0","1458152","5261"
"2026-05-02 17:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2069114","2045432","2059240","5891","0","0","0","294","291","221787","2065272","487","751984","2065131","410946","420125","412391","48","2065605","15166","3124","9","0","2063137","0","0","0","1713056","5251","0","356401","9411","0","0","2060046","1040","2058166","0","0","1265","396","24","686","9411","2060046","2065131","0","9411","17676","0","2069457","1188679","0","0","90.241","81.691","16580","18373","1187973","1454226","0","14","0","50","3474","0","0","65","4538","0","0","0","0","0","0","0","21587","0","0","0","0","0","0","0","1456204","5192"
"2026-05-02 18:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2084735","2060690","2074352","6098","0","0","0","290","253","223033","2080602","458","757337","2080450","414868","424112","416219","48","2080939","14721","3491","4","0","2078146","0","0","0","1782617","5755","0","302306","9698","0","0","2075225","969","2073440","0","0","1279","447","24","639","9698","2075225","2080450","0","9698","18287","0","2084923","1246495","0","0","90.784","84.558","16903","18619","1245735","1473229","0","10","0","73","3642","0","0","78","4620","0","0","0","0","0","0","0","22088","0","0","0","0","0","0","0","1475170","5410"
"2026-05-02 18:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2082586","2058845","2072201","6126","0","0","0","294","285","222971","2078465","486","757175","2078327","415339","424505","416770","47","2078798","15192","3427","8","0","2076060","0","0","0","1781315","5698","0","301390","9661","0","0","2073044","1020","2071297","0","0","1257","390","23","682","9661","2073044","2078327","0","9661","18384","0","2082705","1243444","0","0","91.059","84.557","16947","18611","1242766","1469743","0","15","0","52","3635","0","0","66","4589","0","0","0","0","0","0","0","22090","0","0","0","0","0","0","0","1471659","5395"
"2026-05-02 19:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2091981","2067829","2081207","6300","0","0","0","297","255","223588","2087658","467","760177","2087507","417462","426722","418832","45","2087999","14870","3629","4","0","2085020","0","0","0","1771097","5807","0","320809","9889","0","0","2082017","1005","2080499","0","0","1280","446","25","638","9889","2082017","2087507","0","9889","17981","0","2091906","1235834","0","0","88.848","83.299","16620","18706","1235110","1482739","0","10","0","64","3792","0","0","72","4788","0","0","0","0","0","0","0","22189","0","0","0","0","0","0","0","1484710","5454"
"2026-05-02 19:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2090208","2066580","2079808","6234","0","0","0","290","285","223687","2086184","465","760526","2086042","417791","426960","419175","47","2086516","15069","3603","8","0","2083651","0","0","0","1769440","5715","0","320913","9733","0","0","2080620","976","2078997","0","0","1250","398","24","663","9733","2080620","2086042","0","9733","18039","0","2090353","1233058","0","0","89.23","83.263","16678","18691","1232343","1480060","0","16","0","57","3702","0","0","68","4685","0","0","0","0","0","0","0","22127","0","0","0","0","0","0","0","1481999","5375"
"2026-05-02 20:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2095872","2071668","2085232","6425","0","0","0","292","252","224027","2091816","486","762362","2091657","418833","428101","420176","47","2092155","14918","3673","4","0","2089032","0","0","0","1697064","5672","0","398871","10009","0","0","2085926","1016","2084652","0","0","1297","443","26","662","10009","2085926","2091657","0","10009","17170","0","2095935","1174601","0","0","85.242","78.964","16022","18796","1173853","1486559","0","10","0","71","3792","0","0","79","4913","0","0","0","0","0","0","0","22259","0","0","0","0","0","0","0","1488545","5449"
"2026-05-02 20:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2094356","2070540","2083705","6377","0","0","0","290","288","223988","2090217","453","761946","2090082","419334","428514","420760","43","2090534","15115","3719","8","0","2087574","0","0","0","1695578","5562","0","398663","9851","0","0","2084390","985","2083027","0","0","1249","400","25","654","9851","2084390","2090082","0","9851","17164","0","2094241","1172295","0","0","85.429","78.936","15994","18722","1171632","1484290","0","16","0","52","3775","0","0","69","4910","0","0","0","0","0","0","0","22104","0","0","0","0","0","0","0","1486211","5303"
"2026-05-02 21:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2095230","2071466","2084584","6452","0","0","0","292","284","224065","2091174","457","762547","2091036","419651","428862","421086","44","2091489","15157","3747","8","0","2088465","0","0","0","1563974","5143","0","531157","9947","0","0","2085184","978","2084013","0","0","1241","400","25","649","9947","2085184","2091036","0","9947","16047","0","2095131","1066286","0","0","81.054","71.853","15205","18759","1065610","1483049","0","17","0","53","3589","0","0","73","4977","0","0","0","0","0","0","0","22125","0","0","0","0","0","0","0","1484997","5314"
"2026-05-02 21:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2097270","2072855","2086429","6529","0","0","0","287","254","224311","2093104","499","762954","2092958","419519","428836","420873","47","2093449","14950","3753","4","0","2090291","0","0","0","1566289","5315","0","530855","10103","0","0","2087041","1037","2085887","0","0","1309","446","25","683","10103","2087041","2092958","0","10103","16065","0","2097144","1069377","0","0","80.977","71.913","15235","18814","1068619","1485984","0","9","0","69","3672","0","0","82","5059","0","0","0","0","0","0","0","22188","0","0","0","0","0","0","0","1487990","5380"
"2026-05-02 22:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2098881","2073875","2088212","6590","0","0","0","286","255","224575","2094963","492","763483","2094802","420171","429543","421555","49","2095302","14980","3803","5","0","2092085","0","0","0","1453415","4918","0","645538","10169","0","0","2088784","1025","2087743","0","0","1295","443","28","663","10169","2088784","2094802","0","10169","15200","0","2098953","983949","0","0","77.593","66.06","14613","18833","983193","1488329","0","9","0","65","3496","0","0","78","5124","0","0","0","0","0","0","0","22185","0","0","0","0","0","0","0","1490351","5374"
"2026-05-02 22:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2095869","2071041","2084799","6530","0","0","0","295","285","224083","2091464","460","763082","2091329","419946","429166","421358","43","2091779","15175","3802","7","0","2088669","0","0","0","1450566","4883","0","644829","10012","0","0","2085383","986","2084299","0","0","1258","404","23","664","10012","2085383","2091329","0","10012","15232","0","2095395","979649","0","0","77.677","65.989","14583","18774","978921","1483463","0","16","0","51","3446","0","0","73","5041","0","0","0","0","0","0","0","22140","0","0","0","0","0","0","0","1485429","5332"
"2026-05-02 23:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099236","2073510","2088333","6664","0","0","0","286","258","224605","2095171","477","763615","2094997","420300","429675","421679","53","2095498","15002","3833","5","0","2092253","0","0","0","1394892","4752","0","704256","10246","0","0","2088902","1030","2087984","0","0","1293","448","28","655","10246","2088902","2094997","0","10246","14853","0","2099148","940765","0","0","76.405","63.141","14374","18813","939979","1488710","0","10","0","60","3395","0","0","75","5195","0","0","0","0","0","0","0","22142","0","0","0","0","0","0","0","1490759","5378"
"2026-05-02 23:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2096408","2071222","2085572","6567","0","0","0","296","281","224180","2092262","481","763539","2092139","420227","429489","421679","40","2092587","15246","3796","7","0","2089433","0","0","0","1392102","4626","0","704073","10043","0","0","2086132","1005","2085074","0","0","1268","396","22","683","10043","2086132","2092139","0","10043","14835","0","2096175","936383","0","0","76.321","63.027","14356","18810","935660","1484549","0","15","0","53","3349","0","0","76","5105","0","0","0","0","0","0","0","22108","0","0","0","0","0","0","0","1486535","5284"
"2026-05-03 00:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099608","2073289","2088404","6704","0","0","0","285","257","224449","2095266","492","763787","2095108","420368","429759","421735","50","2095593","15052","3829","4","0","2092331","0","0","0","1358361","4684","0","740852","10254","0","0","2088959","1044","2088075","0","0","1285","446","26","668","10254","2088959","2095108","0","10254","14594","0","2099213","914437","0","0","75.28","61.348","14182","18839","913616","1489230","0","10","0","61","3355","0","0","76","5219","0","0","0","0","0","0","0","22117","0","0","0","0","0","0","0","1491302","5350"
"2026-05-03 00:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2096924","2071590","2086150","6617","0","0","0","293","281","224403","2092902","468","763683","2092767","420632","429906","422102","43","2093225","15263","3837","8","0","2090033","0","0","0","1355825","4537","0","740998","10120","0","0","2086703","999","2085703","0","0","1278","398","24","679","10120","2086703","2092767","0","10120","14622","0","2096823","910336","0","0","75.56","61.231","14200","18793","909636","1485584","0","14","0","53","3334","0","0","76","5155","0","0","0","0","0","0","0","22108","0","0","0","0","0","0","0","1487588","5319"
"2026-05-03 01:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2097078","2071710","2086298","6695","0","0","0","290","282","224475","2093125","480","763887","2092993","420781","430067","422258","44","2093449","15261","3887","7","0","2090208","0","0","0","1341101","4971","0","755946","10192","0","0","2086855","1009","2085956","0","0","1280","401","23","683","10192","2086855","2092993","0","10192","14599","0","2097047","899678","0","0","74.906","60.458","14104","18829","898586","1486294","0","14","0","55","3300","0","0","78","5180","0","0","0","0","0","0","0","22173","0","0","0","0","0","0","0","1488312","5362"
"2026-05-03 01:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099798","2073568","2088804","6763","0","0","0","289","256","224467","2095735","482","764029","2095567","420578","429960","421926","49","2096063","15091","3857","5","0","2092732","0","0","0","1343827","5111","0","755859","10339","0","0","2089347","1032","2088521","0","0","1295","446","28","658","10339","2089347","2095567","0","10339","14630","0","2099686","903815","0","0","75.211","60.57","14151","18815","902586","1490151","0","10","0","63","3310","0","0","81","5224","0","0","0","0","0","0","0","22118","0","0","0","0","0","0","0","1492272","5424"
"2026-05-03 02:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099997","2073755","2089044","6795","0","0","0","289","257","224515","2096011","483","764166","2095839","420788","430159","422132","49","2096346","15108","3882","5","0","2092974","0","0","0","1339211","5427","0","760752","10384","0","0","2089579","1031","2088776","0","0","1304","444","30","665","10384","2089579","2095839","0","10384","14831","0","2099963","900192","0","0","75.58","60.311","14246","18849","898762","1490204","0","10","0","61","3319","0","0","80","5252","0","0","0","0","0","0","0","22197","0","0","0","0","0","0","0","1492283","5427"
"2026-05-03 02:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2097445","2071921","2086462","6741","0","0","0","294","282","224477","2093329","470","764029","2093203","420887","430173","422351","43","2093649","15266","3944","7","0","2090373","0","0","0","1335909","5304","0","761362","10256","0","0","2087015","999","2086175","0","0","1257","403","21","668","10256","2087015","2093203","0","10256","14758","0","2097271","895658","0","0","75.241","60.17","14149","18805","894347","1486371","0","14","0","56","3303","0","0","78","5192","0","0","0","0","0","0","0","22238","0","0","0","0","0","0","0","1488342","5404"
"2026-05-03 03:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2097344","2071889","2086500","6714","0","0","0","286","282","224611","2093329","474","764038","2093214","421149","430453","422623","43","2093658","15288","3923","8","0","2090439","0","0","0","1346717","4471","0","750579","10229","0","0","2087067","1002","2086160","0","0","1269","401","23","681","10229","2087067","2093214","0","10229","14750","0","2097296","905078","0","0","76.19","60.846","14368","18858","904393","1486364","0","16","0","60","3318","0","0","79","5203","0","0","0","0","0","0","0","22230","0","0","0","0","0","0","0","1488356","5364"
"2026-05-03 03:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2100379","2073602","2088814","6791","0","0","0","296","257","224437","2095791","487","764259","2095605","420732","430101","422080","49","2096111","15112","3857","4","0","2092736","0","0","0","1348840","4543","0","750911","10384","0","0","2089367","1040","2088565","0","0","1304","444","28","660","10384","2089367","2095605","0","10384","14694","0","2099751","908829","0","0","75.857","60.937","14265","18805","908102","1490233","0","9","0","61","3294","0","0","80","5247","0","0","0","0","0","0","0","22157","0","0","0","0","0","0","0","1492318","5437"
"2026-05-03 04:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2100214","2073881","2089217","6801","0","0","0","286","258","224588","2096196","506","764459","2096018","421290","430716","422656","50","2096525","15124","3883","5","0","2093185","0","0","0","1396904","4688","0","703272","10386","0","0","2089790","1069","2088970","0","0","1329","440","28","687","10386","2089790","2096018","0","10386","15118","0","2100176","949354","0","0","77.844","63.653","14669","18844","948615","1490284","0","9","0","59","3434","0","0","77","5319","0","0","0","0","0","0","0","22158","0","0","0","0","0","0","0","1492354","5384"
"2026-05-03 04:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2097479","2071425","2086249","6668","0","0","0","296","280","224599","2093033","449","764164","2092917","421011","430263","422466","42","2093362","15244","3885","7","0","2090131","0","0","0","1394319","4507","0","702664","10173","0","0","2086810","968","2085864","0","0","1241","407","23","649","10173","2086810","2092917","0","10173","15209","0","2096983","945234","0","0","78.422","63.562","14774","18839","944535","1486014","0","16","0","55","3312","0","0","77","5158","0","0","0","0","0","0","0","22205","0","0","0","0","0","0","0","1488008","5360"
"2026-05-03 05:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2100786","2074536","2089712","6722","0","0","0","290","257","224760","2096593","475","764650","2096434","421625","431003","422972","49","2096929","15018","3859","6","0","2093583","0","0","0","1519135","4990","0","581531","10298","0","0","2090368","1029","2089383","0","0","1297","447","30","664","10298","2090368","2096434","0","10298","16291","0","2100666","1048600","0","0","82.487","70.323","15600","18912","1047849","1490058","0","8","0","64","3513","0","0","78","5185","0","0","0","0","0","0","0","22307","0","0","0","0","0","0","0","1492098","5435"
"2026-05-03 05:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2096946","2071344","2085890","6602","0","0","0","294","283","224597","2092621","466","764507","2092492","421382","430586","422843","45","2092948","15205","3853","6","0","2089736","0","0","0","1515981","4930","0","580703","10119","0","0","2086565","978","2085478","0","0","1243","399","20","656","10119","2086565","2092492","0","10119","16297","0","2096684","1043790","0","0","83.023","70.245","15625","18820","1043057","1484874","0","17","0","49","3523","0","0","70","5158","0","0","0","0","0","0","0","22238","0","0","0","0","0","0","0","1486819","5363"
"2026-05-03 06:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101798","2075785","2090692","6632","0","0","0","290","259","224938","2097482","491","765027","2097324","421955","431289","423272","49","2097816","14944","3838","5","0","2094542","0","0","0","1598428","5402","0","503130","10213","0","0","2091345","1033","2090314","0","0","1293","440","27","668","10213","2091345","2097324","0","10213","17101","0","2101558","1105058","0","0","85.172","74.113","16140","18950","1104283","1489992","0","9","0","60","3693","0","0","75","5149","0","0","0","0","0","0","0","22397","0","0","0","0","0","0","0","1491978","5433"
"2026-05-03 06:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2099036","2074067","2088444","6392","0","0","0","295","281","224810","2094973","443","765590","2094836","422532","431740","424014","43","2095304","15087","3767","7","0","2092235","0","0","0","1596529","5149","0","502484","9925","0","0","2089088","954","2087812","0","0","1229","398","24","633","9925","2089088","2094836","0","9925","16960","0","2099013","1101977","0","0","85.509","74.086","16109","18839","1101268","1486479","0","16","0","55","3606","0","0","70","5039","0","0","0","0","0","0","0","22218","0","0","0","0","0","0","0","1488376","5276"
